%time,field.accel0,field.accel1,field.accel2,field.gyro0,field.gyro1,field.gyro2,field.rf_P0,field.rf_P1,field.rf_P2,field.lf_P0,field.lf_P1,field.lf_P2,field.rr_P0,field.rr_P1,field.rr_P2,field.lr_P0,field.lr_P1,field.lr_P2,field.rf_V0,field.rf_V1,field.rf_V2,field.lf_V0,field.lf_V1,field.lf_V2,field.rr_V0,field.rr_V1,field.rr_V2,field.lr_V0,field.lr_V1,field.lr_V2,field.footForce0,field.footForce1,field.footForce2,field.footForce3
1639559216610016667,0.150769233704,-0.0771794915199,9.94359016418,0.0276860147715,-0.00239988882095,-0.00483060488477,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135286971927,-0.292732357979,-0.205390423536,-0.146933063865,-0.292640805244,-0.177386507392,0.128072544932,-0.296404778957,0.169595733285,-0.112478017807,-0.287188827991,-0.0215528421104,0.0349219553173,0.0115081826225,-0.205390423536,-0.146933063865,-0.292640805244,0.0153657579795,-0.00258438824676,-0.00368681270629,67,98,70,56
1639559216615307779,-0.156153857708,0.235128208995,9.86282062531,-0.0010761229787,0.00612222589552,0.0218010079116,0.169607564807,-0.112477988005,-0.287189245224,0.177864909172,0.135274633765,-0.292736113071,-0.205390423536,-0.146920725703,-0.292645007372,-0.177380338311,0.12808509171,-0.296395599842,0.169607564807,-0.112477988005,-0.287189245224,-0.00235051242635,-0.00233105104417,0.00551250390708,-0.205390423536,-0.146920725703,-0.292645007372,0.0219076536596,0.0422751940787,0.0141820618883,66,99,70,57
1639559216620285689,-0.0753846168518,0.0987179502845,9.67794895172,-0.0181203540415,0.00186116853729,0.00049571832642,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135274633765,-0.292736113071,-0.205409765244,-0.146920919418,-0.292649030685,-0.177386507392,0.128072544932,-0.296404778957,0.169595733285,-0.112478017807,-0.287188827991,0.0050768814981,-0.0063346256502,0.00273071788251,-0.205409765244,-0.146920919418,-0.292649030685,-0.0152202174067,-0.000941994134337,-0.0136612225324,66,99,71,57
1639559216625023901,0.123846158385,-0.17948718369,9.76230716705,-0.00746770901605,-0.00666094617918,0.0186052136123,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135274633765,-0.292736113071,-0.205403015018,-0.146920666099,-0.292643964291,-0.177386507392,0.128085017204,-0.296401321888,0.169595733285,-0.112478017807,-0.287188827991,0.000126922037452,-0.007289535366,-0.0020821376238,-0.205403015018,-0.146920666099,-0.292643964291,-0.00746217090636,0.0366820581257,-0.00618506968021,66,99,69,56
1639559216630117714,0.109487183392,0.0251282062382,9.74974346161,0.0117070488632,-0.0141177978367,-0.00802639685571,0.169607564807,-0.112477988005,-0.287189245224,0.177877292037,0.135274633765,-0.292736172676,-0.205403015018,-0.146920666099,-0.292643964291,-0.177380338311,0.128072619438,-0.296399056911,0.169607564807,-0.112477988005,-0.287189245224,0.0463955067098,-0.000247574149398,-0.000411083339714,-0.205403015018,-0.146920666099,-0.292643964291,0.041267812252,8.7881271611e-05,0.00661975331604,66,98,70,57
1639559216634726182,0.161538466811,0.00538461562246,9.89153862,0.00851125642657,-0.00453041819856,-0.000569546129555,0.169589579105,-0.112477622926,-0.287194550037,0.177864909172,0.135274633765,-0.292736113071,-0.205415546894,-0.146920621395,-0.292642891407,-0.177380338311,0.12808509171,-0.296395599842,0.169589579105,-0.112477622926,-0.287194550037,0.0,0.0334253981709,0.0100794350728,-0.205415546894,-0.146920621395,-0.292642891407,0.0204568020999,0.0273461472243,0.0164315290749,66,98,69,57
1639559216640797658,-0.145384609699,0.0646153837442,9.76230716705,0.00211967015639,0.00931801926345,-0.00909166131169,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135274633765,-0.292736113071,-0.205409765244,-0.14693325758,-0.292644798756,-0.177380338311,0.128072619438,-0.296399056911,0.169595733285,-0.112478017807,-0.287188827991,-0.00710763409734,-0.0129962563515,-0.0104163195938,-0.205409765244,-0.14693325758,-0.292644798756,0.0238889250904,-0.0327853225172,0.0131673347205,66,98,69,57
1639559216645690184,0.0520512834191,-0.199230775237,9.74435901642,-1.08585645648e-05,0.00505696143955,0.00795256718993,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135274633765,-0.292736113071,-0.205403015018,-0.146920666099,-0.292643964291,-0.177386507392,0.128072544932,-0.296404778957,0.169595733285,-0.112478017807,-0.287188827991,0.00290056597441,-1.06624611362e-06,9.54717761488e-05,-0.205403015018,-0.146920666099,-0.292643964291,0.0015969760716,-0.000113579953904,-0.00855553429574,66,98,70,57
1639559216650789908,-0.0466666668653,-0.140000000596,9.88076972961,0.0117070488632,0.0114485481754,-0.00696113379672,0.169595733285,-0.112490110099,-0.287186086178,0.177864909172,0.135274633765,-0.292736113071,-0.205403015018,-0.146920666099,-0.292643964291,-0.177398920059,0.128072544932,-0.296404868364,0.169595733285,-0.112490110099,-0.287186086178,-0.000504298892338,-4.09403781987e-08,3.66580502487e-06,-0.205403015018,-0.146920666099,-0.292643964291,-0.0311546586454,-0.0285471566021,-0.0113124046475,66,99,70,57
1639559216655631449,-0.0448717959225,0.148974359035,9.83769226074,0.0149028422311,0.00292643276043,-0.00483060488477,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135274633765,-0.292736113071,-0.205403015018,-0.146920666099,-0.292643964291,-0.177398920059,0.128085017204,-0.296401441097,0.169595733285,-0.112478017807,-0.287188827991,-0.00504298927262,-4.09403781987e-07,3.66580497939e-05,-0.205403015018,-0.146920666099,-0.292643964291,-0.0483390763402,0.0153910946101,-0.00567548023537,66,99,70,56
1639559216659943587,-0.0987179502845,0.0682051256299,9.76948738098,-0.0106635028496,0.00292643276043,-0.0133527191356,0.169589579105,-0.112477622926,-0.287194550037,0.177871137857,0.135274574161,-0.292730391026,-0.205409765244,-0.146920919418,-0.292649030685,-0.177386507392,0.128072544932,-0.296404778957,0.169589579105,-0.112477622926,-0.287194550037,0.0139997480437,-0.0157833993435,0.0133830439299,-0.205409765244,-0.146920919418,-0.292649030685,-0.000690870918334,-0.000104624341475,-0.00788094289601,66,99,70,56
1639559216665646396,0.201025649905,-0.0412820540369,9.97410202026,-0.00959823839366,-0.0141177978367,-0.0037653404288,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135274633765,-0.292736113071,-0.205403015018,-0.14693300426,-0.292639762163,-0.177380338311,0.12808509171,-0.296395599842,0.169595733285,-0.112478017807,-0.287188827991,-0.00151289673522,-0.0143252918497,-0.00430876016617,-0.205403015018,-0.14693300426,-0.292639762163,0.0117094367743,0.0306546408683,0.0173747129738,66,99,69,56
1639559216670625831,0.026923077181,-0.0861538499594,9.8861541748,0.00851125642657,-0.00985674001276,-0.00909166131169,0.169595733285,-0.112478017807,-0.287188827991,0.177864909172,0.135274633765,-0.292736113071,-0.205409765244,-0.14693325758,-0.292644798756,-0.177380338311,0.128072619438,-0.296399056911,0.169595733285,-0.112478017807,-0.287188827991,-0.00907738041133,-0.000754693173803,-0.000161371193826,-0.205409765244,-0.14693325758,-0.292644798756,0.0300658009946,-0.00824000965804,0.00955072790384,66,98,69,57
1639559216675153393,-0.13641025126,0.148974359035,9.62051296234,0.00425019906834,0.0146443424746,0.00156098278239,0.169595733285,-0.112478017807,-0.287188827991,0.177877292037,0.135274633765,-0.292736172676,-0.205422312021,-0.146920889616,-0.292647957802,-0.177398920059,0.128085017204,-0.296401441097,0.169595733285,-0.112478017807,-0.287188827991,0.0355530790985,2.86955696538e-06,-0.000256940402323,-0.205422312021,-0.146920889616,-0.292647957802,-0.0420520268381,0.0164863150567,0.000448660459369,67,98,70,57
1639559216680214842,-0.156153857708,-0.0502564124763,9.64384651184,0.0127723133191,0.0157096069306,-0.0154832480475,0.169607564807,-0.112477988005,-0.287189245224,0.177877292037,0.135274633765,-0.292736172676,-0.205397188663,-0.146920979023,-0.292650073767,-0.177386507392,0.128072544932,-0.296404778957,0.169607564807,-0.112477988005,-0.287189245224,0.0399749614298,0.00049154512817,0.00114479241893,-0.205397188663,-0.146920979023,-0.292650073767,-0.0338510125875,-0.0401369296014,-0.0248922407627,66,98,69,57
1639559216685096814,-0.0933333337307,-0.193846166134,9.61692237854,-0.00214138743468,0.00186116853729,-0.00483060488477,0.169589579105,-0.112477622926,-0.287194550037,0.177877292037,0.135274633765,-0.292736172676,-0.205403015018,-0.146920666099,-0.292643964291,-0.177386507392,0.128072544932,-0.296404778957,0.169589579105,-0.112477622926,-0.287194550037,0.0253368131816,-0.00376122863963,-0.00190266780555,-0.205403015018,-0.146920666099,-0.292643964291,-0.00226324982941,-0.0191130675375,-0.00732470024377,66,98,69,57
1639559216690410608,0.254871785641,0.116666667163,9.70846176147,-0.00533718103543,-0.00879147555679,0.00156098278239,0.169595733285,-0.112490110099,-0.287186086178,0.177864909172,0.135286971927,-0.292732357979,-0.205403015018,-0.146920666099,-0.292643964291,-0.177386507392,0.128085017204,-0.296401321888,0.169595733285,-0.112490110099,-0.287186086178,-0.00645268755034,-0.0163007564843,-0.0080268420279,-0.205403015018,-0.146920666099,-0.292643964291,-0.0187367256731,0.0244556684047,-0.0104369036853,66,99,70,57
1639559216694844434,-0.0233333334327,0.13641025126,9.76589775085,-0.00214138743468,-0.00133462448139,-0.000569546129555,0.169589579105,-0.112477622926,-0.287194550037,0.177864909172,0.135274633765,-0.292736113071,-0.205409765244,-0.146920919418,-0.292649030685,-0.177386507392,0.128085017204,-0.296401321888,0.169589579105,-0.112477622926,-0.287194550037,-0.0224429965019,0.00703770713881,0.00205201446079,-0.205409765244,-0.146920919418,-0.292649030685,-0.00878307595849,0.00189983309247,-0.00971178431064,66,98,70,57
1639559216700369556,-0.114871799946,0.034102562815,9.7551279068,-0.00320665165782,0.00292643276043,0.00156098278239,0.169595733285,-0.112490110099,-0.287186086178,0.177864909172,0.135274633765,-0.292736113071,-0.205403015018,-0.146920666099,-0.292643964291,-0.177380338311,0.128072619438,-0.296399056911,0.169595733285,-0.112490110099,-0.287186086178,-0.0065694428049,2.02942283067e-05,-0.00181714701466,-0.205403015018,-0.146920666099,-0.292643964291,0.0148362796754,-0.0155935706571,0.00948173273355,65,98,70,56
