%time,field.accel0,field.accel1,field.accel2,field.gyro0,field.gyro1,field.gyro2,field.rf_P0,field.rf_P1,field.rf_P2,field.lf_P0,field.lf_P1,field.lf_P2,field.rr_P0,field.rr_P1,field.rr_P2,field.lr_P0,field.lr_P1,field.lr_P2,field.rf_V0,field.rf_V1,field.rf_V2,field.lf_V0,field.lf_V1,field.lf_V2,field.rr_V0,field.rr_V1,field.rr_V2,field.lr_V0,field.lr_V1,field.lr_V2,field.footForce0,field.footForce1,field.footForce2,field.footForce3
1639560648640908035,-0.039487183094,-0.123846158385,9.81794929504,0.00615192903206,0.0126299541444,-0.00940520502627,0.177327781916,-0.120863556862,-0.289988547564,0.173125639558,0.121836684644,-0.290198564529,-0.188504055142,-0.119649603963,-0.292368859053,-0.185952574015,0.121771275997,-0.2930996418,0.177327781916,-0.120863556862,-0.289988547564,0.0250226706266,-0.0453939922154,-0.013126890175,-0.188504055142,-0.119649603963,-0.292368859053,0.000498451874591,0.00427736667916,0.00108105572872,60,68,65,54
1639560648645353565,0.391282051802,-0.533076941967,9.56846141815,-0.00769650749862,-0.00121848308481,0.0108348168433,0.177327781916,-0.120863556862,-0.289988547564,0.173125639558,0.121836684644,-0.290198564529,-0.188491851091,-0.119649589062,-0.292369186878,-0.185915872455,0.121758900583,-0.293103545904,0.177327781916,-0.120863556862,-0.289988547564,0.0162370279431,-0.0288689564914,0.000449564773589,-0.188491851091,-0.119649589062,-0.292369186878,0.00164644059259,-0.0155568961054,-0.00271425419487,60,67,64,54
1639560648650270174,0.287179499865,-0.387692332268,9.34051322937,-0.0290017947555,0.0136952186003,0.0108348168433,0.17733989656,-0.120863541961,-0.289988636971,0.173125639558,0.121848925948,-0.290195345879,-0.188491851091,-0.119661912322,-0.292366147041,-0.18592813611,0.121771268547,-0.293100118637,0.17733989656,-0.120863541961,-0.289988636971,-0.00616813963279,0.000503459537867,0.000275970902294,-0.188491851091,-0.119661912322,-0.292366147041,-0.0213434845209,0.00113870482892,0.0111345984042,61,67,65,54
1639560648655130848,0.120256409049,-0.326666682959,9.45179462433,-0.00556597905234,-0.00334901199676,0.0268137808889,0.17733989656,-0.120863541961,-0.289988636971,0.173125639558,0.121836684644,-0.290198564529,-0.188467457891,-0.119661867619,-0.292366862297,-0.18592813611,0.121771268547,-0.293100118637,0.17733989656,-0.120863541961,-0.289988636971,-0.00567980809137,-0.0378044694662,-0.0149366883561,-0.188467457891,-0.119661867619,-0.292366862297,0.0139405634254,0.0117513956502,0.0079805906862,61,67,65,54
1639560648660277997,0.078974366188,-0.104102566838,9.49666690826,0.0114782499149,0.000912045536097,0.00337796797976,0.17733989656,-0.120875775814,-0.289985537529,0.173119470477,0.121836483479,-0.290204256773,-0.188430920243,-0.119649507105,-0.292370975018,-0.185946539044,0.121771067381,-0.29310554266,0.17733989656,-0.120875775814,-0.289985537529,-0.0435207560658,-0.0141705144197,-0.016814565286,-0.188430920243,-0.119649507105,-0.292370975018,-0.0416141971946,0.000622352934442,-0.0106960786507,61,67,64,54
1639560648665152764,0.321282058954,-0.0951282083988,9.44282054901,0.0125435143709,0.0136952186003,0.0119000812992,0.17733989656,-0.120863541961,-0.289988636971,0.173125639558,0.121848925948,-0.290195345879,-0.188418745995,-0.119649492204,-0.292371362448,-0.185915872455,0.121758900583,-0.293103545904,0.17733989656,-0.120863541961,-0.289988636971,-0.00211774511263,0.0113640446216,0.00723904091865,-0.188418745995,-0.119649492204,-0.292371362448,0.0224573686719,-0.00931697804481,0.00454085227102,60,67,65,54
1639560648670120247,0.120256409049,-0.346410274506,9.77128219604,-0.00450071459636,0.0147604830563,-0.00833994057029,0.177333787084,-0.120875552297,-0.289991378784,0.173137784004,0.121848918498,-0.290195673704,-0.188394412398,-0.119649462402,-0.292372047901,-0.185915872455,0.121771261096,-0.293100386858,0.177333787084,-0.120875552297,-0.289991378784,0.00536203105003,0.011587058194,0.0206025876105,-0.188394412398,-0.119649462402,-0.292372047901,0.0258117932826,0.010579069145,0.00299674458802,61,67,65,54
1639560648675269089,0.159743592143,-0.328461557627,9.64025592804,0.00508666504174,-0.0171974487603,-0.00727467611432,0.17733989656,-0.120875775814,-0.289985537529,0.173125639558,0.121836684644,-0.290198564529,-0.188394412398,-0.119649462402,-0.292372047901,-0.18592813611,0.121771268547,-0.293100118637,0.17733989656,-0.120875775814,-0.289985537529,-0.038409858942,-0.0323067270219,0.000975801609457,-0.188394412398,-0.119649462402,-0.292372047901,0.00507132802159,0.00618458958343,0.0056869154796,61,67,65,54
1639560648680356109,-0.389487206936,0.245897442102,10.173333168,-0.0247407369316,-0.00228374754079,-0.00620941305533,0.17733989656,-0.120875775814,-0.289985537529,0.173119470477,0.121848724782,-0.290201067924,-0.188394412398,-0.119661785662,-0.292369008064,-0.185915872455,0.121758900583,-0.293103545904,0.17733989656,-0.120875775814,-0.289985537529,-0.0211768578738,0.0290027037263,-0.0107041038573,-0.188394412398,-0.119661785662,-0.292369008064,0.039890691638,-0.0327161028981,-0.00844774115831,60,67,65,55
1639560648685301922,-0.294358968735,0.175897449255,10.0441026688,0.0157393086702,-0.00121848308481,-0.00407888414338,0.17733989656,-0.120875775814,-0.289985537529,0.173125639558,0.121848925948,-0.290195345879,-0.188382223248,-0.119661770761,-0.29236933589,-0.185915872455,0.121771261096,-0.293100386858,0.17733989656,-0.120875775814,-0.289985537529,-0.00854462385178,0.00978915486485,0.0115976873785,-0.188382223248,-0.119661770761,-0.29236933589,0.0145821608603,0.0206275060773,0.00508484290913,60,67,65,55
